,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,0.9256808757781982,0.1166372299194336,0.9999894429882045,-0.4350000000000023,-0.002333333333333356,-0.0005725000000000016,-2.1679304902392155e-07,-0.0
1,0.934485912322998,0.1161186695098877,0.999991517631103,-0.3149999999999977,-0.0025000000000000157,-0.00046333333333332857,-1.4782938745888626e-07,-0.0
2,0.9567654132843018,0.10929083824157715,0.9999995425540812,-0.09000000000000341,-0.00047222222222224013,-2.541666666666859e-05,-9.94811449862303e-09,-0.0
3,0.9523472785949707,0.09751248359680176,0.9999890720838794,-0.5249999999999986,-0.0018333333333333502,-0.0005924999999999985,-1.5315486655499035e-07,-0.0
4,0.9597647190093994,0.10704588890075684,0.9999974745417229,-0.14999999999999858,-0.0014722222222222385,-0.00013874999999999906,-4.76738933878993e-08,-0.0
5,0.9640185832977295,0.11940383911132812,0.9999942467882188,-0.39000000000000057,-0.0013333333333333443,-0.0003166666666666674,-8.070664367547422e-08,-0.0
6,0.948552131652832,0.10114598274230957,0.9999971915150282,-0.22500000000000142,-0.0010277777777777904,-0.0001495833333333344,-5.919023011888912e-08,-0.0
7,0.960036039352417,0.10683798789978027,0.9999523778274462,-1.1400000000000006,-0.0032500000000000046,-0.002598749999999998,-9.869407996835877e-07,-0.0
8,0.9498386383056641,0.0999457836151123,0.9999755199645325,-0.7049999999999983,-0.0029166666666666985,-0.0013479166666666702,-3.22719456583713e-07,-0.0
9,0.9429926872253418,0.09035062789916992,0.9999887737595794,-0.45000000000000284,-0.0022820037105751464,-0.0006236549165120604,-1.5400278356828718e-07,-0.0
