,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,1.2000236511230469,0.11660504341125488,0.9999995601381042,-0.22609999999883712,-0.0009188183811509162,-0.0001050138730843495,-3.446172040476257e-08,-0.0
1,1.2321431636810303,0.10112547874450684,0.9999904478410008,-1.4211999999988052,-0.0026857768057126376,-0.002369660875267559,-4.5621994894990564e-07,-0.0
2,1.2215051651000977,0.11225390434265137,0.9999996686944782,-0.16149999999999665,-0.0009541575496487961,-7.876040481275866e-05,-3.185272900115005e-08,-0.0
3,1.2828633785247803,0.10784411430358887,0.9999995521666974,-0.16149999999999665,-0.0012368708975431719,-0.00010615532822614497,-4.670577592091447e-08,-0.0
4,1.2949247360229492,0.11284303665161133,0.9999999174060272,-0.09689999999999088,-0.000388730853790055,-1.9404737417426542e-05,-8.729130740321652e-09,-0.0
5,1.2386887073516846,0.10990786552429199,0.9999995569107906,-0.19379999999877384,-0.0010955142235599322,-0.00010158950765718976,-3.4724402144600663e-08,-0.0
6,1.2828292846679688,0.10028696060180664,0.9999998033910479,-0.0969000000000122,-0.0008481400441915934,-4.794111597233515e-05,-1.637274340240996e-08,-0.0
7,1.2500574588775635,0.10199546813964844,0.9999988782016003,-0.2261000000000024,-0.0019083150988561926,-0.0002648175929951979,-9.525676703291511e-08,-0.0
8,1.27207350730896,0.10923242568969727,0.9999995967632507,-0.19379999999887332,-0.0008481400441128662,-9.13164113774311e-05,-2.725053200849973e-08,-0.0
9,1.2292368412017822,0.10405659675598145,0.9999989773154349,-0.4521999999988111,-0.001061336254528848,-0.0002468243592533292,-5.0862267406386666e-08,-0.0
