,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,1.6000022888183594,0.1111290454864502,0.9999966957028266,-0.3419999999991816,-0.001165953488718229,-0.0001512581581387419,-5.201160839351493e-08,-2.913225216616411e-13
1,1.5887866020202637,0.11057257652282715,0.9999994907595596,-0.06839999999915136,-0.0007841860468402324,-2.3410344185885638e-05,-6.91900581859272e-09,-2.8421709430404007e-13
2,1.6559770107269287,0.11292123794555664,0.9999938500060747,-0.4559999999992357,-0.0011521860468675783,-0.00026376472558048127,-9.49716462328817e-08,-2.913225216616411e-13
3,1.6469600200653076,0.1361401081085205,0.9999976512442096,-0.2849999999992079,-0.0008262325584842087,-0.00010423378604586418,-3.746458730591744e-08,-2.913225216616411e-13
4,1.848879098892212,0.11576271057128906,0.9999972820594978,-0.27259999999921547,-0.001286964618583249,-0.00012330953444990243,-4.229378683177515e-08,-2.8421709430404007e-13
5,1.8837549686431885,0.1347033977508545,0.9999986532367331,-0.1481999999992425,-0.0011167597768508147,-6.321314711342453e-05,-1.8398581561006336e-08,-2.8421709430404007e-13
6,1.8519279956817627,0.11274266242980957,0.9999992991667183,-0.09019999999921424,-0.0009007448792838583,-3.356040968295468e-05,-1.0097104693987603e-08,-2.7711166694643907e-13
7,1.8284399509429932,0.11015033721923828,0.9999943098793391,-0.49959999999924776,-0.001193296089716821,-0.0002700463314702521,-9.62378182941441e-08,-2.913225216616411e-13
8,1.827944278717041,0.10895133018493652,0.9999978948508108,-0.2279999999991702,-0.0012020484174793534,-0.00010067966480382452,-3.402027180144394e-08,-3.055333763768431e-13
9,1.833162784576416,0.1226646900177002,0.9999985305315875,-0.15960000000081465,-0.0009197392927162198,-6.875616387318529e-05,-2.082347611289635e-08,-2.913225216616411e-13
