,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,2.2458460330963135,0.10014629364013672,0.6091998842808863,-21.823539485012326,-6.31125632146079,-62.19032758758767,-0.01614436544170001,-5.351034018890573
1,2.337697744369507,0.09524703025817871,0.5963320620730412,-21.181648207150168,-6.342243136536933,-63.11295772030545,-0.016348854249800027,-5.729584884141261
2,2.2397191524505615,0.09363365173339844,0.5406981061445193,-20.454125627914017,-6.741622465626741,-75.34001436547523,-0.019984484088601612,-5.550398132626455
3,2.266988754272461,0.0997781753540039,0.6063841250537159,-21.84469070854275,-6.372824332787401,-63.400074204949355,-0.016518955707321006,-5.280758012076788
4,2.2832977771759033,0.09955859184265137,0.5908088439091979,-21.094913829826616,-6.357616846805602,-63.93015740301727,-0.016592664529869423,-5.598840142290442
5,2.2300684452056885,0.10365509986877441,0.6176520706345554,-21.85009214426993,-6.257111545278815,-59.97772149771056,-0.015488616882797202,-5.2948050537015945
6,2.299989700317383,0.10897111892700195,0.619421738749409,-21.06574096944832,-6.270843995626744,-58.91424620645332,-0.015140198757199845,-5.76794826770805
7,2.30617094039917,0.10133147239685059,0.593552145899714,-21.109004443048114,-6.317622851794362,-62.71357562314272,-0.016221641286306224,-5.901140434391223
8,2.2708985805511475,0.11248970031738281,0.5953756776793904,-21.729240582348304,-6.353061850666322,-63.962152784566186,-0.01666355928285432,-5.474776853480563
9,2.229501247406006,0.10400938987731934,0.5907473145413924,-21.189963822741042,-6.302028360554502,-64.6266220553372,-0.016978197612879872,-5.7114223957662205
