,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,1.6225943565368652,0.11653804779052734,0.9999953236864958,-0.3266999999995619,-0.0008171950314436852,-0.00017132230466111462,-4.459961638277676e-08,-0.00026724115742382537
1,1.6476638317108154,0.12071824073791504,0.9999950761921554,-0.32670000000108956,-0.0011182726043459975,-0.00018066014645552657,-7.093296868555678e-08,-0.0002881364863682734
2,1.6423487663269043,0.12260150909423828,0.9999999049320627,-0.03592480725851743,-0.0003145007862517359,-3.4788101373628802e-06,-1.3649792877606526e-09,-1.0942358130705543e-12
3,1.642845869064331,0.10721421241760254,0.9999952530851939,-0.2779929787980322,-0.0011805014098833875,-0.00017373937037350559,-6.245217524268378e-08,-1.0942358130705543e-12
4,1.6347229480743408,0.11510634422302246,0.9999938685342169,-0.362999999999559,-0.0010950243150587308,-0.0002247613692463543,-5.8758259820997096e-08,-0.00036073963839555745
5,1.6347417831420898,0.11520957946777344,0.9999023426421542,-1.3430999999995379,-0.003453220307151627,-0.00357562739877537,-1.0310176144698645e-06,-0.00037435308168909387
6,1.6427693367004395,0.10731863975524902,0.9999714820442737,-0.6170999999995317,-0.002280670045114671,-0.0010472906552551986,-2.7187370516708043e-07,-0.00035944260944376083
7,1.6344616413116455,0.11646151542663574,0.9999999739295117,-0.011872581496014334,-0.0002709957228627679,-9.681606606240608e-07,-3.7187130988695437e-10,-7.202381059556728e-05
8,1.6491055488586426,0.1165616512298584,0.9999998870772606,-0.03594222005335723,-0.00036877535032353847,-4.133157747337315e-06,-1.6239319211915693e-09,-0.0003577799476204291
9,1.6501085758209229,0.11812353134155273,0.9999999177121516,-0.03594722824359309,-0.00031590744940004467,-3.0089920246361092e-06,-1.1477671280191854e-09,-0.000352771757377468
