,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,2.2396187782287598,0.11646032333374023,0.9975345312815275,-4.927222060528877,-0.04332863602493993,-0.02962429878472229,-7.98184413708798e-06,-0.03680478443340007
1,2.1668994426727295,0.1499471664428711,0.9947779558505119,-4.965088269544665,-0.05096525765571882,-0.061669992372458994,-1.6536334954313156e-05,-0.03491173045533458
2,2.1998565196990967,0.1168975830078125,0.9996958911807551,-1.2884391859483983,-0.03700461652688873,-0.0038172402039641506,-1.0111000188447091e-06,-0.03773202824062594
3,2.2293777465820312,0.1036672592163086,0.9951187095569083,-4.9485244157214865,-0.048457366328636495,-0.054619490328534664,-1.4739083607570478e-05,-0.036525463174655215
4,2.2000081539154053,0.1167905330657959,0.9926802061253794,-4.965750126079925,-0.0579371385239796,-0.10706020332853149,-2.8906225000999864e-05,-0.03424987392007495
5,2.1830990314483643,0.1168208122253418,0.9954095176462479,-4.960125781944228,-0.0476120562629549,-0.05546753162843931,-1.4978007868656232e-05,-0.03619030469701556
6,2.2332561016082764,0.1166541576385498,0.9956827607152625,-4.956841109608376,-0.048419499088712306,-0.0556512388733284,-1.5022284619127035e-05,-0.035747753298991825
7,2.309796094894409,0.10607576370239258,0.9976816474856933,-4.8846399037906,-0.041935333140065624,-0.029121863687969603,-7.841771279325817e-06,-0.036783232584809866
8,2.2595834732055664,0.10797929763793945,0.9865407126912449,-4.953729951791011,-0.07019599145220218,-0.18215748263000664,-4.919586893583896e-05,-0.03135337274831329
9,2.277545690536499,0.1065976619720459,0.9943077787635642,-4.964960510739672,-0.05141970713949064,-0.07955201882698901,-2.1482286332375438e-05,-0.03503948926032763
