,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,2.2581799030303955,0.09732985496520996,0.9872447393991868,-0.8874974445693908,-0.022588285670420975,-0.00484585742223427,-2.32418075460847e-06,-0.010379911399454045
1,2.724191665649414,0.12456631660461426,0.9854199861966968,-0.8920538972172309,-0.02281095464447564,-0.005477651795927392,-2.6169144736731504e-06,-0.010606883528247124
2,3.012202501296997,0.12351870536804199,0.9908051898488784,-0.8869461153653546,-0.019990430250220747,-0.0033431939869161286,-1.6058212846618254e-06,-0.01039088674490074
3,2.7306203842163086,0.09993410110473633,0.9951057998958216,-0.2747428829841283,-0.017619277416449676,-0.001746816981847107,-8.506751068807429e-07,-0.010433871749427226
4,2.543107748031616,0.1214609146118164,0.9846964015849109,-0.8958389065688834,-0.023480498901153894,-0.005512902892264705,-2.638632469363281e-06,-0.010204057907579056
5,2.5087296962738037,0.10791873931884766,0.980228698398077,-0.9093545627845501,-0.02556911693590849,-0.007365322670982877,-3.517121232803477e-06,-0.010057875313997044
6,2.611656904220581,0.12164568901062012,0.9897779803577931,-0.8857958010286637,-0.021606081163022893,-0.003924003160635837,-1.8845830536593694e-06,-0.010110546589984892
7,2.5237627029418945,0.11174917221069336,0.9894765181454594,-0.8595156430976374,-0.023228636227703908,-0.004098260487132513,-1.9729767494552623e-06,-0.010284731810358494
8,2.5399558544158936,0.1253492832183838,0.9927033632759402,-0.2957471592330023,-0.02328249882562463,-0.0029156659454387117,-1.421867928089347e-06,-0.009599505211518533
9,2.5628771781921387,0.12015485763549805,0.982290652715891,-0.9139332813441925,-0.02440342948586667,-0.006390180922188218,-3.0513280692257703e-06,-0.010242362111767989
