,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,2.2374160289764404,0.13327884674072266,0.9991221957335623,-6.411730391518361,-0.18454021763632047,-0.20962694504176907,-8.456834630501145e-05,-0.06039227348252041
1,2.5328190326690674,0.10013008117675781,0.9969296425343148,-11.355888593912532,-0.261816245650373,-0.7635381955079005,-0.00023376899482774636,-0.05599189460254195
2,2.4221558570861816,0.11257791519165039,0.9980373022217044,-6.642291761437491,-0.23534575356957294,-0.46676621203939767,-0.00017497416529008722,-0.058676890602953335
3,2.5852556228637695,0.16533207893371582,0.9945915383838878,-20.057207785548734,-0.2532013544779267,-1.2820339892046368,-0.0004592026650552932,-0.05619468045974685
4,2.6101107597351074,0.12029075622558594,0.998393602816585,-6.008263417037838,-0.2284765224486026,-0.3774284626637703,-0.0001337662839885707,-0.06471048988822758
5,2.3706202507019043,0.09381985664367676,0.9963229942799892,-15.0802141068542,-0.23880083197529778,-0.8435574197388136,-0.0003255373001434512,-0.05599005901151344
6,2.2240488529205322,0.09745144844055176,0.9964673033191594,-19.32505544131395,-0.23799760038840456,-0.8604061944075,-0.0003272342846361353,-0.056992046566342935
7,2.265861988067627,0.10651803016662598,0.9980243853921301,-11.10657394577946,-0.23063690381321977,-0.46644293772352197,-0.00016023881417444118,-0.0586532972278917
8,2.1695547103881836,0.1183784008026123,0.997184186595359,-12.577847144891088,-0.24193142523371924,-0.6384063990548926,-0.0002600564138546585,-0.058709722179500545
9,2.265702962875366,0.10462141036987305,0.9983898523933944,-6.1147656008792595,-0.22642049762358543,-0.38842526776273856,-0.0001494065531716188,-0.06002140888985963
