평가_지표,0,10,20,30,40,50,60,70,80,90,100
MAE_오차,10.233977317999852,7.60059582014811,6.525532020741408,6.079269625712507,5.762559655206726,5.393205905533888,5.0531752205088125,4.77648162801099,4.55681656736602,4.518124285552607,4.302388274989212
RMSE_오차,14.041470390075936,10.14871462914204,8.842000478354565,8.34871784037017,8.006986941801685,7.602496918526222,7.117094224872479,6.795186340945196,6.435188248526544,6.410783318169476,6.114653149696649
